locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJMONHIK_01052	CDS	1764	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
KJMONHIK_01053	gene	144				
KJMONHIK_01053	CDS	144				hypothetical protein
KJMONHIK_01054	gene	180	yofA			
KJMONHIK_01054	CDS	180	yofA		COG0583	HTH-type transcriptional regulator YofA
KJMONHIK_01055	gene	510	adhA_1			
KJMONHIK_01055	CDS	510	adhA_1	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
KJMONHIK_01056	gene	1482	gltB			
KJMONHIK_01056	CDS	1482	gltB	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
KJMONHIK_01057	gene	4563	gltA			
KJMONHIK_01057	CDS	4563	gltA	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
KJMONHIK_01058	gene	903	gltC_1			
KJMONHIK_01058	CDS	903	gltC_1			HTH-type transcriptional regulator GltC
KJMONHIK_01059	gene	1116	proB_2			
KJMONHIK_01059	CDS	1116	proB_2	2.7.2.11	COG0263	Glutamate 5-kinase 1
KJMONHIK_01060	gene	816	proC_2			
KJMONHIK_01060	CDS	816	proC_2	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KJMONHIK_01061	gene	210				
KJMONHIK_01061	CDS	210				hypothetical protein
KJMONHIK_01062	gene	369	rtp			
KJMONHIK_01062	CDS	369	rtp			Replication termination protein
KJMONHIK_01063	gene	1218	yjiB_2			
KJMONHIK_01063	CDS	1218	yjiB_2	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
KJMONHIK_01064	gene	717	ucpA			
KJMONHIK_01064	CDS	717	ucpA	1.-.-.-		Oxidoreductase UcpA
KJMONHIK_01065	gene	306				
KJMONHIK_01065	CDS	306				hypothetical protein
KJMONHIK_01066	gene	759				
KJMONHIK_01066	CDS	759				hypothetical protein
KJMONHIK_01067	gene	534				
KJMONHIK_01067	CDS	534				IS1595 family transposase ISSpgl1
KJMONHIK_01068	gene	993				
KJMONHIK_01068	CDS	993				hypothetical protein
KJMONHIK_01069	gene	747				
KJMONHIK_01069	CDS	747				hypothetical protein
KJMONHIK_01070	gene	696	lnrL_1			
KJMONHIK_01070	CDS	696	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
KJMONHIK_01071	gene	1245	yoaB			
KJMONHIK_01071	CDS	1245	yoaB		COG0477	Putative transporter YoaB
KJMONHIK_01072	gene	1464	yoaC			
KJMONHIK_01072	CDS	1464	yoaC	2.7.1.-	COG1070	Putative sugar kinase YoaC
KJMONHIK_01073	gene	1002	yoaD			
KJMONHIK_01073	CDS	1002	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
KJMONHIK_01074	gene	2043	dmsA			
KJMONHIK_01074	CDS	2043	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJMONHIK_01075	gene	294				
KJMONHIK_01075	CDS	294				hypothetical protein
KJMONHIK_01076	gene	216				
KJMONHIK_01076	CDS	216				hypothetical protein
KJMONHIK_01077	gene	312				
KJMONHIK_01077	CDS	312				hypothetical protein
KJMONHIK_01078	gene	123				
KJMONHIK_01078	CDS	123				hypothetical protein
KJMONHIK_01079	gene	294				
KJMONHIK_01079	CDS	294				hypothetical protein
KJMONHIK_01080	gene	1686	yoaH			
KJMONHIK_01080	CDS	1686	yoaH		COG0840	Putative methyl-accepting chemotaxis protein YoaH
KJMONHIK_01081	gene	1452				
KJMONHIK_01081	CDS	1452		1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
KJMONHIK_01082	gene	699	yoaJ			
KJMONHIK_01082	CDS	699	yoaJ		COG4305	Expansin-YoaJ
KJMONHIK_01083	gene	678				
KJMONHIK_01083	CDS	678				hypothetical protein
KJMONHIK_01084	gene	1038	pelB			
KJMONHIK_01084	CDS	1038	pelB	4.2.2.10	COG3866	Pectin lyase
KJMONHIK_01085	gene	630	budC			
KJMONHIK_01085	CDS	630	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
KJMONHIK_01086	gene	315				
KJMONHIK_01086	CDS	315				hypothetical protein
KJMONHIK_01087	gene	117				
KJMONHIK_01087	CDS	117				hypothetical protein
KJMONHIK_01088	gene	717				
KJMONHIK_01088	CDS	717				hypothetical protein
KJMONHIK_01089	gene	687	yedK			
KJMONHIK_01089	CDS	687	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
KJMONHIK_01090	gene	192				
KJMONHIK_01090	CDS	192				hypothetical protein
KJMONHIK_01091	gene	303				
KJMONHIK_01091	CDS	303				hypothetical protein
KJMONHIK_01092	gene	486				
KJMONHIK_01092	CDS	486				hypothetical protein
KJMONHIK_01093	gene	123				
KJMONHIK_01093	CDS	123				hypothetical protein
KJMONHIK_01094	gene	363				
KJMONHIK_01094	CDS	363				hypothetical protein
KJMONHIK_01095	gene	195				
KJMONHIK_01095	CDS	195				hypothetical protein
KJMONHIK_01096	gene	495				
KJMONHIK_01096	CDS	495				hypothetical protein
KJMONHIK_01097	gene	912				
KJMONHIK_01097	CDS	912				hypothetical protein
KJMONHIK_01098	gene	483				
KJMONHIK_01098	CDS	483				hypothetical protein
KJMONHIK_01099	gene	225				
KJMONHIK_01099	CDS	225				hypothetical protein
KJMONHIK_01100	gene	798				
KJMONHIK_01100	CDS	798				hypothetical protein
KJMONHIK_01101	gene	888	gltC_2			
KJMONHIK_01101	CDS	888	gltC_2			HTH-type transcriptional regulator GltC
KJMONHIK_01102	gene	879	yijE			
KJMONHIK_01102	CDS	879	yijE			putative cystine transporter YijE
KJMONHIK_01103	gene	165				
KJMONHIK_01103	CDS	165				hypothetical protein
KJMONHIK_01104	gene	465				
KJMONHIK_01104	CDS	465				hypothetical protein
KJMONHIK_01105	gene	888				
KJMONHIK_01105	CDS	888				hypothetical protein
KJMONHIK_01106	gene	633	ydeA			
KJMONHIK_01106	CDS	633	ydeA	3.2.-.-	COG0693	putative protease YdeA
KJMONHIK_01107	gene	915	penP			
KJMONHIK_01107	CDS	915	penP	3.5.2.6	COG2367	Beta-lactamase
KJMONHIK_01108	gene	207				
KJMONHIK_01108	CDS	207				hypothetical protein
KJMONHIK_01109	gene	621	gbpA			
KJMONHIK_01109	CDS	621	gbpA			GlcNAc-binding protein A
KJMONHIK_01110	gene	504				
KJMONHIK_01110	CDS	504				hypothetical protein
KJMONHIK_01111	gene	99				
KJMONHIK_01111	CDS	99				hypothetical protein
KJMONHIK_01112	gene	513				
KJMONHIK_01112	CDS	513		2.3.1.-	COG1670	Acetyltransferase
KJMONHIK_01113	gene	201	rapH_2			
KJMONHIK_01113	CDS	201	rapH_2	3.1.-.-		Response regulator aspartate phosphatase H
KJMONHIK_01114	gene	201				
KJMONHIK_01114	CDS	201				hypothetical protein
KJMONHIK_01115	gene	1371				
KJMONHIK_01115	CDS	1371				hypothetical protein
KJMONHIK_01116	gene	1107				
KJMONHIK_01116	CDS	1107				hypothetical protein
KJMONHIK_01117	gene	708	COQ3			
KJMONHIK_01117	CDS	708	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
KJMONHIK_01118	gene	669				
KJMONHIK_01118	CDS	669				hypothetical protein
KJMONHIK_01119	gene	579	thiT			
KJMONHIK_01119	CDS	579	thiT		COG3859	Thiamine transporter ThiT
KJMONHIK_01120	gene	522				
KJMONHIK_01120	CDS	522				hypothetical protein
KJMONHIK_01121	gene	1530	yqiK			
KJMONHIK_01121	CDS	1530	yqiK		COG2268	Inner membrane protein YqiK
KJMONHIK_01122	gene	525	yuaF			
KJMONHIK_01122	CDS	525	yuaF			putative membrane protein YuaF
KJMONHIK_01123	gene	489				
KJMONHIK_01123	CDS	489				hypothetical protein
KJMONHIK_01124	gene	582	yuaD			
KJMONHIK_01124	CDS	582	yuaD			Putative metal-sulfur cluster biosynthesis proteins YuaD
KJMONHIK_01125	gene	1209	gbsB			
KJMONHIK_01125	CDS	1209	gbsB	1.1.1.-	COG1454	Choline dehydrogenase
KJMONHIK_01126	gene	1473	gbsA			
KJMONHIK_01126	CDS	1473	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
KJMONHIK_01127	gene	543	opcR_1			
KJMONHIK_01127	CDS	543	opcR_1		COG1510	HTH-type transcriptional repressor OpcR
KJMONHIK_01128	gene	546	bslA			
KJMONHIK_01128	CDS	546	bslA			Biofilm-surface layer protein A
KJMONHIK_01129	gene	669	ktrA_2			
KJMONHIK_01129	CDS	669	ktrA_2		COG0569	Ktr system potassium uptake protein A
KJMONHIK_01130	gene	1338	ktrB_2			
KJMONHIK_01130	CDS	1338	ktrB_2		COG0168	Ktr system potassium uptake protein B
KJMONHIK_01131	gene	264				
KJMONHIK_01131	CDS	264				hypothetical protein
KJMONHIK_01132	gene	849	lytG			
KJMONHIK_01132	CDS	849	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
KJMONHIK_01133	gene	1536				
KJMONHIK_01133	CDS	1536				hypothetical protein
KJMONHIK_01134	gene	486	cdoA			
KJMONHIK_01134	CDS	486	cdoA	1.13.11.20		Cysteine dioxygenase
KJMONHIK_01135	gene	73				
KJMONHIK_01135	tRNA	73				tRNA-Ala(ggc)
KJMONHIK_01136	gene	831	uppP			
KJMONHIK_01136	CDS	831	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
KJMONHIK_01137	gene	1167				
KJMONHIK_01137	CDS	1167				hypothetical protein
KJMONHIK_01138	gene	987	iolU_1			
KJMONHIK_01138	CDS	987	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
KJMONHIK_01139	gene	1275	rhaA			
KJMONHIK_01139	CDS	1275	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
KJMONHIK_01140	gene	315	rhaM			
KJMONHIK_01140	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
KJMONHIK_01141	gene	1461	rhaB			
KJMONHIK_01141	CDS	1461	rhaB	2.7.1.5		Rhamnulokinase
KJMONHIK_01142	gene	777	ydjF_1			
KJMONHIK_01142	CDS	777	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
KJMONHIK_01143	gene	2070	hcaB_1			
KJMONHIK_01143	CDS	2070	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KJMONHIK_01144	gene	1989	mcpA_1			
KJMONHIK_01144	CDS	1989	mcpA_1		COG0840	Methyl-accepting chemotaxis protein McpA
KJMONHIK_01145	gene	1986	mcpA_2			
KJMONHIK_01145	CDS	1986	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
KJMONHIK_01146	gene	1986	mcpA_3			
KJMONHIK_01146	CDS	1986	mcpA_3		COG0840	Methyl-accepting chemotaxis protein McpA
KJMONHIK_01147	gene	1989	mcpB			
KJMONHIK_01147	CDS	1989	mcpB		COG0840	Methyl-accepting chemotaxis protein McpB
KJMONHIK_01148	gene	738	tgl			
KJMONHIK_01148	CDS	738	tgl	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
KJMONHIK_01149	gene	258				
KJMONHIK_01149	CDS	258				hypothetical protein
KJMONHIK_01150	gene	1032	nmoA			
KJMONHIK_01150	CDS	1032	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
KJMONHIK_01151	gene	399				
KJMONHIK_01151	CDS	399				hypothetical protein
KJMONHIK_01152	gene	1665	malL			
KJMONHIK_01152	CDS	1665	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
KJMONHIK_01153	gene	333				
KJMONHIK_01153	CDS	333				hypothetical protein
KJMONHIK_01154	gene	801				
KJMONHIK_01154	CDS	801				IS3 family transposase ISBsu1
KJMONHIK_01155	gene	1293				
KJMONHIK_01155	CDS	1293				hypothetical protein
KJMONHIK_01156	gene	678				
KJMONHIK_01156	CDS	678				hypothetical protein
KJMONHIK_01157	gene	264				
KJMONHIK_01157	CDS	264				hypothetical protein
KJMONHIK_01158	gene	333	mstX			
KJMONHIK_01158	CDS	333	mstX		COG1226	Protein mistic
KJMONHIK_01159	gene	987				
KJMONHIK_01159	CDS	987				hypothetical protein
KJMONHIK_01160	gene	405				
KJMONHIK_01160	CDS	405				hypothetical protein
KJMONHIK_01161	gene	429				
KJMONHIK_01161	CDS	429				hypothetical protein
KJMONHIK_01162	gene	1353	pgi			
KJMONHIK_01162	CDS	1353	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
KJMONHIK_01163	gene	1173	adh2_1			
KJMONHIK_01163	CDS	1173	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
KJMONHIK_01164	gene	1164	adh2_2			
KJMONHIK_01164	CDS	1164	adh2_2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
KJMONHIK_01165	gene	237				
KJMONHIK_01165	CDS	237				hypothetical protein
KJMONHIK_01166	gene	393	yugI			
KJMONHIK_01166	CDS	393	yugI		COG1098	General stress protein 13
KJMONHIK_01167	gene	1083	dapX_2			
KJMONHIK_01167	CDS	1083	dapX_2	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
KJMONHIK_01168	gene	501				
KJMONHIK_01168	CDS	501				hypothetical protein
KJMONHIK_01169	gene	822	carC			
KJMONHIK_01169	CDS	822	carC	3.7.1.13		2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase
KJMONHIK_01170	gene	261				
KJMONHIK_01170	CDS	261				hypothetical protein
KJMONHIK_01171	gene	1164	patB			
KJMONHIK_01171	CDS	1164	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
KJMONHIK_01172	gene	1287	sasA_3			
KJMONHIK_01172	CDS	1287	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
KJMONHIK_01173	gene	387	kapB			
KJMONHIK_01173	CDS	387	kapB			Kinase-associated lipoprotein B
KJMONHIK_01174	gene	618				
KJMONHIK_01174	CDS	618				hypothetical protein
KJMONHIK_01175	gene	204				
KJMONHIK_01175	CDS	204				hypothetical protein
KJMONHIK_01176	gene	1059	sbnD			
KJMONHIK_01176	CDS	1059	sbnD			Staphyloferrin B transporter
KJMONHIK_01177	gene	1875	pbpD			
KJMONHIK_01177	CDS	1875	pbpD		COG0744	Penicillin-binding protein 4
KJMONHIK_01178	gene	414				
KJMONHIK_01178	CDS	414				hypothetical protein
KJMONHIK_01179	gene	558				
KJMONHIK_01179	CDS	558				hypothetical protein
KJMONHIK_01180	gene	1602	dcuS_1			
KJMONHIK_01180	CDS	1602	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
KJMONHIK_01181	gene	708	dcuR			
KJMONHIK_01181	CDS	708	dcuR		COG4565	Transcriptional regulatory protein DcuR
KJMONHIK_01182	gene	1347	cimH_1			
KJMONHIK_01182	CDS	1347	cimH_1		COG3493	Citrate/malate transporter
KJMONHIK_01183	gene	216				
KJMONHIK_01183	CDS	216				hypothetical protein
KJMONHIK_01184	gene	2406	mrpA			
KJMONHIK_01184	CDS	2406	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
KJMONHIK_01185	gene	432	mrpB			
KJMONHIK_01185	CDS	432	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
KJMONHIK_01186	gene	342	mrpC			
KJMONHIK_01186	CDS	342	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
KJMONHIK_01187	gene	1491	mrpD			
KJMONHIK_01187	CDS	1491	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
KJMONHIK_01188	gene	477	mrpE			
KJMONHIK_01188	CDS	477	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
KJMONHIK_01189	gene	285	mrpF			
KJMONHIK_01189	CDS	285	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
KJMONHIK_01190	gene	375	mrpG			
KJMONHIK_01190	CDS	375	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
KJMONHIK_01191	gene	381				
KJMONHIK_01191	CDS	381		3.1.2.-	COG2050	Putative esterase
KJMONHIK_01192	gene	645	comA			
KJMONHIK_01192	CDS	645	comA		COG2197	Transcriptional regulatory protein ComA
KJMONHIK_01193	gene	2325	comP			
KJMONHIK_01193	CDS	2325	comP	2.7.13.3		Sensor histidine kinase ComP
KJMONHIK_01194	gene	165				
KJMONHIK_01194	CDS	165				hypothetical protein
KJMONHIK_01195	gene	861				
KJMONHIK_01195	CDS	861				hypothetical protein
KJMONHIK_01196	gene	141	degQ			
KJMONHIK_01196	CDS	141	degQ			Degradation enzyme regulation protein DegQ
KJMONHIK_01197	gene	369				
KJMONHIK_01197	CDS	369				hypothetical protein
KJMONHIK_01198	gene	1230	cdgJ			
KJMONHIK_01198	CDS	1230	cdgJ	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
KJMONHIK_01199	gene	1473	pncB			
KJMONHIK_01199	CDS	1473	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
KJMONHIK_01200	gene	552				
KJMONHIK_01200	CDS	552				hypothetical protein
KJMONHIK_01201	gene	399	yueI			
KJMONHIK_01201	CDS	399	yueI		COG5506	putative protein YueI
KJMONHIK_01202	gene	249				
KJMONHIK_01202	CDS	249				hypothetical protein
KJMONHIK_01203	gene	222	gerPF_2			
KJMONHIK_01203	CDS	222	gerPF_2			putative spore germination protein GerPF
KJMONHIK_01204	gene	1110				
KJMONHIK_01204	CDS	1110			COG0628	Putative transport protein
KJMONHIK_01205	gene	393				
KJMONHIK_01205	CDS	393				hypothetical protein
KJMONHIK_01206	gene	237				
KJMONHIK_01206	CDS	237				hypothetical protein
KJMONHIK_01207	gene	531				
KJMONHIK_01207	CDS	531				hypothetical protein
KJMONHIK_01208	gene	732	yueD			
KJMONHIK_01208	CDS	732	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
KJMONHIK_01209	gene	465				
KJMONHIK_01209	CDS	465				hypothetical protein
KJMONHIK_01210	gene	3234	yueB			
KJMONHIK_01210	CDS	3234	yueB		COG1511	ESX secretion system protein YueB
KJMONHIK_01211	gene	4488	eccC			
KJMONHIK_01211	CDS	4488	eccC		COG1674	ESX secretion system protein EccC
KJMONHIK_01212	gene	1332	essB			
KJMONHIK_01212	CDS	1332	essB		COG4499	Type VII secretion system protein EssB
KJMONHIK_01213	gene	306				
KJMONHIK_01213	CDS	306				hypothetical protein
KJMONHIK_01214	gene	294	yukE			
KJMONHIK_01214	CDS	294	yukE		COG4842	Protein YukE
KJMONHIK_01215	gene	1230	putR_1			
KJMONHIK_01215	CDS	1230	putR_1			Proline-responsive transcriptional activator PutR
KJMONHIK_01216	gene	1137	ald			
KJMONHIK_01216	CDS	1137	ald	1.4.1.1	COG0686	Alanine dehydrogenase
KJMONHIK_01217	gene	678				
KJMONHIK_01217	CDS	678				hypothetical protein
KJMONHIK_01218	gene	210	mbtH			
KJMONHIK_01218	CDS	210	mbtH		COG3251	Protein MbtH
KJMONHIK_01219	gene	7140	dhbF			
KJMONHIK_01219	CDS	7140	dhbF		COG1020	Dimodular nonribosomal peptide synthase
KJMONHIK_01220	gene	936	dhbB			
KJMONHIK_01220	CDS	936	dhbB	3.3.2.1	COG1535	Isochorismatase
KJMONHIK_01221	gene	1620	dhbE			
KJMONHIK_01221	CDS	1620	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
KJMONHIK_01222	gene	1200	dhbC			
KJMONHIK_01222	CDS	1200	dhbC	5.4.4.2	COG1169	Isochorismate synthase DhbC
KJMONHIK_01223	gene	786	dhbA			
KJMONHIK_01223	CDS	786	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
KJMONHIK_01224	gene	879	besA			
KJMONHIK_01224	CDS	879	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
KJMONHIK_01225	gene	597	yedY1			
KJMONHIK_01225	CDS	597	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
KJMONHIK_01226	gene	603	bioY_2			
KJMONHIK_01226	CDS	603	bioY_2		COG1268	Biotin transporter BioY
KJMONHIK_01227	gene	1329				
KJMONHIK_01227	CDS	1329				hypothetical protein
KJMONHIK_01228	gene	1503	pepA			
KJMONHIK_01228	CDS	1503	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
KJMONHIK_01229	gene	477				
KJMONHIK_01229	CDS	477				hypothetical protein
KJMONHIK_01230	gene	657	yuiC			
KJMONHIK_01230	CDS	657	yuiC		COG3584	putative protein YuiC
KJMONHIK_01231	gene	321				
KJMONHIK_01231	CDS	321				hypothetical protein
KJMONHIK_01232	gene	1221				
KJMONHIK_01232	CDS	1221		1.6.99.-	COG1252	NADH dehydrogenase-like protein
KJMONHIK_01233	gene	999	yumC			
KJMONHIK_01233	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
KJMONHIK_01234	gene	141				
KJMONHIK_01234	CDS	141				hypothetical protein
KJMONHIK_01235	gene	981	guaC			
KJMONHIK_01235	CDS	981	guaC	1.7.1.7	COG0516	GMP reductase
KJMONHIK_01236	gene	222				
KJMONHIK_01236	CDS	222				hypothetical protein
KJMONHIK_01237	gene	528				
KJMONHIK_01237	CDS	528				hypothetical protein
KJMONHIK_01238	gene	705	lnrL_2			
KJMONHIK_01238	CDS	705	lnrL_2	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
KJMONHIK_01239	gene	1656				
KJMONHIK_01239	CDS	1656				hypothetical protein
KJMONHIK_01240	gene	336				
KJMONHIK_01240	CDS	336				hypothetical protein
KJMONHIK_01241	gene	573				
KJMONHIK_01241	CDS	573				hypothetical protein
KJMONHIK_01242	gene	519	paiA			
KJMONHIK_01242	CDS	519	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
KJMONHIK_01243	gene	312				
KJMONHIK_01243	CDS	312				hypothetical protein
KJMONHIK_01244	gene	363				
KJMONHIK_01244	CDS	363			COG0316	Protein
KJMONHIK_01245	gene	855	dapF			
KJMONHIK_01245	CDS	855	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
KJMONHIK_01246	gene	1215	nupX			
KJMONHIK_01246	CDS	1215	nupX		COG1972	Putative nucleoside permease NupX
KJMONHIK_01247	gene	237				
KJMONHIK_01247	CDS	237				hypothetical protein
KJMONHIK_01248	gene	1029	ndh			
KJMONHIK_01248	CDS	1029	ndh	1.6.99.3	COG1252	NADH dehydrogenase
KJMONHIK_01249	gene	327				
KJMONHIK_01249	CDS	327				hypothetical protein
KJMONHIK_01250	gene	237	nfuA			
KJMONHIK_01250	CDS	237	nfuA			Fe/S biogenesis protein NfuA
KJMONHIK_01251	gene	1974	dpp5			
KJMONHIK_01251	CDS	1974	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
KJMONHIK_01252	gene	930	thrB			
KJMONHIK_01252	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
KJMONHIK_01253	gene	1068	thrC			
KJMONHIK_01253	CDS	1068	thrC	4.2.3.1	COG0498	Threonine synthase
KJMONHIK_01254	gene	1302	hom			
KJMONHIK_01254	CDS	1302	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
KJMONHIK_01255	gene	1026				
KJMONHIK_01255	CDS	1026				hypothetical protein
KJMONHIK_01256	gene	450	ypjQ_1			
KJMONHIK_01256	CDS	450	ypjQ_1		COG1267	putative protein YpjQ
KJMONHIK_01257	gene	771	yutF			
KJMONHIK_01257	CDS	771	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
KJMONHIK_01258	gene	435				
KJMONHIK_01258	CDS	435				hypothetical protein
KJMONHIK_01259	gene	276	yutD			
KJMONHIK_01259	CDS	276	yutD		COG4470	putative protein YutD
KJMONHIK_01260	gene	636				
KJMONHIK_01260	CDS	636				hypothetical protein
KJMONHIK_01261	gene	897	lipA			
KJMONHIK_01261	CDS	897	lipA	2.8.1.8	COG0320	Lipoyl synthase
KJMONHIK_01262	gene	981	lytH			
KJMONHIK_01262	CDS	981	lytH	3.4.-.-	COG0739	L-Ala--D-Glu endopeptidase
KJMONHIK_01263	gene	768	yunB			
KJMONHIK_01263	CDS	768	yunB			Sporulation protein YunB
KJMONHIK_01264	gene	306				
KJMONHIK_01264	CDS	306				hypothetical protein
KJMONHIK_01265	gene	1389	mggB			
KJMONHIK_01265	CDS	1389	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
KJMONHIK_01266	gene	822				
KJMONHIK_01266	CDS	822				hypothetical protein
KJMONHIK_01267	gene	855				
KJMONHIK_01267	CDS	855				hypothetical protein
KJMONHIK_01268	gene	348				
KJMONHIK_01268	CDS	348				hypothetical protein
KJMONHIK_01269	gene	1344	allB			
KJMONHIK_01269	CDS	1344	allB	3.5.2.5	COG0044	Allantoinase
KJMONHIK_01270	gene	1596	pucR			
KJMONHIK_01270	CDS	1596	pucR		COG2508	Purine catabolism regulatory protein
KJMONHIK_01271	gene	1353	pucJ			
KJMONHIK_01271	CDS	1353	pucJ		COG2233	Uric acid permease PucJ
KJMONHIK_01272	gene	1293	pucK_1			
KJMONHIK_01272	CDS	1293	pucK_1		COG2233	Uric acid permease PucK
KJMONHIK_01273	gene	1485	pucL			
KJMONHIK_01273	CDS	1485	pucL		COG3195	Uric acid degradation bifunctional protein PucL
KJMONHIK_01274	gene	345	pucM			
KJMONHIK_01274	CDS	345	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
KJMONHIK_01275	gene	555				
KJMONHIK_01275	CDS	555				hypothetical protein
KJMONHIK_01276	gene	537	pucE			
KJMONHIK_01276	CDS	537	pucE	1.17.1.4	COG2080	putative xanthine dehydrogenase subunit E
KJMONHIK_01277	gene	2238	pucD			
KJMONHIK_01277	CDS	2238	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
KJMONHIK_01278	gene	834	pucC			
KJMONHIK_01278	CDS	834	pucC	1.17.1.4	COG1319	putative xanthine dehydrogenase subunit C
KJMONHIK_01279	gene	618	pucB			
KJMONHIK_01279	CDS	618	pucB		COG2068	Purine catabolism protein PucB
KJMONHIK_01280	gene	993	pucA			
KJMONHIK_01280	CDS	993	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
KJMONHIK_01281	gene	1251	pucG			
KJMONHIK_01281	CDS	1251	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
KJMONHIK_01282	gene	1239	pucF			
KJMONHIK_01282	CDS	1239	pucF	3.5.3.9	COG0624	Allantoate amidohydrolase
KJMONHIK_01283	gene	483	trpD_1			
KJMONHIK_01283	CDS	483	trpD_1	2.4.2.18		Anthranilate phosphoribosyltransferase
KJMONHIK_01284	gene	531	trpD_2			
KJMONHIK_01284	CDS	531	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
KJMONHIK_01285	gene	867	bsn			
KJMONHIK_01285	CDS	867	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
KJMONHIK_01286	gene	1104	msmX_1			
KJMONHIK_01286	CDS	1104	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
KJMONHIK_01287	gene	729	yurK			
KJMONHIK_01287	CDS	729	yurK		COG2188	putative HTH-type transcriptional regulator YurK
